동별,연령별,시점,남자,여자
방배1동,75~79세,2023. 3/4,0,0
방배1동,80~84세,2020. 3/4,1,0
방배1동,80~84세,2022. 3/4,0,0
방배1동,80~84세,2023. 3/4,0,0
방배1동,85~89세,2020. 3/4,0,0
방배1동,85~89세,2022. 3/4,1,0
방배1동,85~89세,2023. 3/4,1,0
방배1동,90~94세,2020. 3/4,1,0
방배1동,90~94세,2022. 3/4,0,0
방배1동,90~94세,2023. 3/4,0,0
방배1동,95~99세,2020. 3/4,0,0
방배1동,95~99세,2022. 3/4,1,0
방배1동,95~99세,2023. 3/4,1,0
방배1동,100세 이상,2020. 3/4,0,0
방배1동,100세 이상,2022. 3/4,0,0
방배1동,100세 이상,2023. 3/4,0,0
방배2동,0~4세,2020. 3/4,0,5
방배2동,0~4세,2022. 3/4,0,1
방배2동,0~4세,2023. 3/4,1,1
방배2동,5~9세,2020. 3/4,2,2
방배2동,5~9세,2022. 3/4,2,2
방배2동,5~9세,2023. 3/4,1,2
방배2동,10~14세,2020. 3/4,0,1
방배2동,10~14세,2022. 3/4,0,2
방배2동,10~14세,2023. 3/4,1,1
방배2동,15~19세,2020. 3/4,0,0
방배2동,15~19세,2022. 3/4,1,0
방배2동,15~19세,2023. 3/4,1,1
방배2동,20~24세,2020. 3/4,5,5
방배2동,20~24세,2022. 3/4,0,2
방배2동,20~24세,2023. 3/4,0,1
방배2동,25~29세,2020. 3/4,3,6
방배2동,25~29세,2022. 3/4,4,5
방배2동,25~29세,2023. 3/4,2,11
방배2동,30~34세,2020. 3/4,10,14
방배2동,30~34세,2022. 3/4,5,11
방배2동,30~34세,2023. 3/4,6,6
방배2동,35~39세,2020. 3/4,15,8
방배2동,35~39세,2022. 3/4,10,12
방배2동,35~39세,2023. 3/4,12,17
방배2동,40~44세,2020. 3/4,14,5
방배2동,40~44세,2022. 3/4,8,4
방배2동,40~44세,2023. 3/4,7,1
방배2동,45~49세,2020. 3/4,7,4
방배2동,45~49세,2022. 3/4,8,3
방배2동,45~49세,2023. 3/4,9,7
방배2동,50~54세,2020. 3/4,4,9
방배2동,50~54세,2022. 3/4,8,5
방배2동,50~54세,2023. 3/4,6,4
방배2동,55~59세,2020. 3/4,9,13
방배2동,55~59세,2022. 3/4,6,5
방배2동,55~59세,2023. 3/4,6,5
방배2동,60~64세,2020. 3/4,5,3
방배2동,60~64세,2022. 3/4,5,3
방배2동,60~64세,2023. 3/4,3,2
방배2동,65~69세,2020. 3/4,0,1
방배2동,65~69세,2022. 3/4,0,1
방배2동,65~69세,2023. 3/4,1,0
방배2동,70~74세,2020. 3/4,2,0
방배2동,70~74세,2022. 3/4,1,0
방배2동,70~74세,2023. 3/4,1,0
방배2동,75~79세,2020. 3/4,0,1
방배2동,75~79세,2022. 3/4,1,0
방배2동,75~79세,2023. 3/4,1,0
방배2동,80~84세,2020. 3/4,0,0
방배2동,80~84세,2022. 3/4,0,0
방배2동,80~84세,2023. 3/4,0,0
방배2동,85~89세,2020. 3/4,0,0
방배2동,85~89세,2022. 3/4,0,0
방배2동,85~89세,2023. 3/4,0,0
방배2동,90~94세,2020. 3/4,0,0
방배2동,90~94세,2022. 3/4,0,0
방배2동,90~94세,2023. 3/4,0,0
방배2동,95~99세,2020. 3/4,0,0
방배2동,95~99세,2022. 3/4,0,0
방배2동,95~99세,2023. 3/4,0,0
방배2동,100세 이상,2020. 3/4,0,0
방배2동,100세 이상,2022. 3/4,0,0
방배2동,100세 이상,2023. 3/4,0,0
방배3동,0~4세,2020. 3/4,2,0
방배3동,0~4세,2022. 3/4,0,0
방배3동,0~4세,2023. 3/4,0,0
방배3동,5~9세,2020. 3/4,2,0
방배3동,5~9세,2022. 3/4,0,1
방배3동,5~9세,2023. 3/4,0,1
방배3동,10~14세,2020. 3/4,0,2
방배3동,10~14세,2022. 3/4,1,1
방배3동,10~14세,2023. 3/4,0,1
방배3동,15~19세,2020. 3/4,1,2
방배3동,15~19세,2022. 3/4,0,3
방배3동,15~19세,2023. 3/4,0,2
방배3동,20~24세,2020. 3/4,3,2
방배3동,20~24세,2022. 3/4,0,4
방배3동,20~24세,2023. 3/4,4,8
방배3동,25~29세,2020. 3/4,17,6
방배3동,25~29세,2022. 3/4,1,6
방배3동,25~29세,2023. 3/4,15,16
방배3동,30~34세,2020. 3/4,14,9
방배3동,30~34세,2022. 3/4,11,13
방배3동,30~34세,2023. 3/4,15,26
방배3동,35~39세,2020. 3/4,6,7
방배3동,35~39세,2022. 3/4,9,7
방배3동,35~39세,2023. 3/4,13,21
방배3동,40~44세,2020. 3/4,5,9
방배3동,40~44세,2022. 3/4,6,6
방배3동,40~44세,2023. 3/4,10,15
방배3동,45~49세,2020. 3/4,5,6
방배3동,45~49세,2022. 3/4,6,2
방배3동,45~49세,2023. 3/4,7,8
방배3동,50~54세,2020. 3/4,3,8
방배3동,50~54세,2022. 3/4,3,2
방배3동,50~54세,2023. 3/4,4,2
방배3동,55~59세,2020. 3/4,5,7
방배3동,55~59세,2022. 3/4,3,3
방배3동,55~59세,2023. 3/4,5,2
방배3동,60~64세,2020. 3/4,4,6
방배3동,60~64세,2022. 3/4,2,1
방배3동,60~64세,2023. 3/4,2,0
방배3동,65~69세,2020. 3/4,1,3
방배3동,65~69세,2022. 3/4,1,1
방배3동,65~69세,2023. 3/4,2,2
방배3동,70~74세,2020. 3/4,0,0
방배3동,70~74세,2022. 3/4,0,1
방배3동,70~74세,2023. 3/4,0,1
방배3동,75~79세,2020. 3/4,0,1
방배3동,75~79세,2022. 3/4,0,1
방배3동,75~79세,2023. 3/4,0,0
방배3동,80~84세,2020. 3/4,0,0
방배3동,80~84세,2022. 3/4,0,0
방배3동,80~84세,2023. 3/4,0,0
방배3동,85~89세,2020. 3/4,0,0
방배3동,85~89세,2022. 3/4,0,0
방배3동,85~89세,2023. 3/4,0,0
방배3동,90~94세,2020. 3/4,0,1
방배3동,90~94세,2022. 3/4,0,0
방배3동,90~94세,2023. 3/4,0,0
방배3동,95~99세,2020. 3/4,0,0
방배3동,95~99세,2022. 3/4,0,1
방배3동,95~99세,2023. 3/4,0,1
방배3동,100세 이상,2020. 3/4,0,0
방배3동,100세 이상,2022. 3/4,0,0
방배3동,100세 이상,2023. 3/4,0,0
방배4동,0~4세,2020. 3/4,1,7
방배4동,0~4세,2022. 3/4,6,7
방배4동,0~4세,2023. 3/4,4,10
방배4동,5~9세,2020. 3/4,12,16
방배4동,5~9세,2022. 3/4,11,11
방배4동,5~9세,2023. 3/4,13,10
방배4동,10~14세,2020. 3/4,13,4
방배4동,10~14세,2022. 3/4,12,14
방배4동,10~14세,2023. 3/4,13,14
방배4동,15~19세,2020. 3/4,6,7
방배4동,15~19세,2022. 3/4,12,6
방배4동,15~19세,2023. 3/4,11,6
방배4동,20~24세,2020. 3/4,2,2
방배4동,20~24세,2022. 3/4,3,6
방배4동,20~24세,2023. 3/4,1,5
방배4동,25~29세,2020. 3/4,10,11
방배4동,25~29세,2022. 3/4,4,10
방배4동,25~29세,2023. 3/4,8,15
방배4동,30~34세,2020. 3/4,9,11
방배4동,30~34세,2022. 3/4,11,17
방배4동,30~34세,2023. 3/4,8,16
방배4동,35~39세,2020. 3/4,5,24
방배4동,35~39세,2022. 3/4,7,22
방배4동,35~39세,2023. 3/4,11,19
방배4동,40~44세,2020. 3/4,19,24
방배4동,40~44세,2022. 3/4,13,30
방배4동,40~44세,2023. 3/4,16,35
방배4동,45~49세,2020. 3/4,19,20
방배4동,45~49세,2022. 3/4,25,21
방배4동,45~49세,2023. 3/4,26,24
방배4동,50~54세,2020. 3/4,14,12
방배4동,50~54세,2022. 3/4,25,17
방배4동,50~54세,2023. 3/4,22,12
방배4동,55~59세,2020. 3/4,8,5
방배4동,55~59세,2022. 3/4,2,4
방배4동,55~59세,2023. 3/4,7,5
방배4동,60~64세,2020. 3/4,7,5
방배4동,60~64세,2022. 3/4,7,2
방배4동,60~64세,2023. 3/4,4,4
방배4동,65~69세,2020. 3/4,2,3
방배4동,65~69세,2022. 3/4,1,2
방배4동,65~69세,2023. 3/4,2,2
방배4동,70~74세,2020. 3/4,0,0
방배4동,70~74세,2022. 3/4,0,1
방배4동,70~74세,2023. 3/4,0,1
방배4동,75~79세,2020. 3/4,1,0
방배4동,75~79세,2022. 3/4,0,0
방배4동,75~79세,2023. 3/4,0,0
방배4동,80~84세,2020. 3/4,0,1
방배4동,80~84세,2022. 3/4,0,0
방배4동,80~84세,2023. 3/4,0,0
방배4동,85~89세,2020. 3/4,0,0
방배4동,85~89세,2022. 3/4,0,1
방배4동,85~89세,2023. 3/4,0,1
방배4동,90~94세,2020. 3/4,0,0
방배4동,90~94세,2022. 3/4,0,0
방배4동,90~94세,2023. 3/4,0,0
방배4동,95~99세,2020. 3/4,0,0
방배4동,95~99세,2022. 3/4,0,0
방배4동,95~99세,2023. 3/4,0,0
방배4동,100세 이상,2020. 3/4,0,0
방배4동,100세 이상,2022. 3/4,0,0
방배4동,100세 이상,2023. 3/4,0,0
양재1동,0~4세,2020. 3/4,3,6
양재1동,0~4세,2022. 3/4,4,3
양재1동,0~4세,2023. 3/4,5,3
양재1동,5~9세,2020. 3/4,3,4
양재1동,5~9세,2022. 3/4,2,2
양재1동,5~9세,2023. 3/4,2,7
양재1동,10~14세,2020. 3/4,2,2
양재1동,10~14세,2022. 3/4,1,0
양재1동,10~14세,2023. 3/4,2,1
양재1동,15~19세,2020. 3/4,1,2
양재1동,15~19세,2022. 3/4,2,2
양재1동,15~19세,2023. 3/4,2,3
양재1동,20~24세,2020. 3/4,5,13
양재1동,20~24세,2022. 3/4,3,11
양재1동,20~24세,2023. 3/4,2,8
양재1동,25~29세,2020. 3/4,18,27
양재1동,25~29세,2022. 3/4,11,26
양재1동,25~29세,2023. 3/4,13,32
양재1동,30~34세,2020. 3/4,27,28
양재1동,30~34세,2022. 3/4,23,24
양재1동,30~34세,2023. 3/4,19,23
양재1동,35~39세,2020. 3/4,23,18
양재1동,35~39세,2022. 3/4,22,21
양재1동,35~39세,2023. 3/4,23,25
양재1동,40~44세,2020. 3/4,21,21
양재1동,40~44세,2022. 3/4,17,18
양재1동,40~44세,2023. 3/4,19,18
양재1동,45~49세,2020. 3/4,21,22
양재1동,45~49세,2022. 3/4,20,13
양재1동,45~49세,2023. 3/4,19,14
양재1동,50~54세,2020. 3/4,18,23
양재1동,50~54세,2022. 3/4,17,25
양재1동,50~54세,2023. 3/4,15,23
양재1동,55~59세,2020. 3/4,15,20
양재1동,55~59세,2022. 3/4,12,18
양재1동,55~59세,2023. 3/4,13,20
양재1동,60~64세,2020. 3/4,9,9
양재1동,60~64세,2022. 3/4,11,11
양재1동,60~64세,2023. 3/4,12,15
양재1동,65~69세,2020. 3/4,3,2
양재1동,65~69세,2022. 3/4,5,4
양재1동,65~69세,2023. 3/4,5,5
양재1동,70~74세,2020. 3/4,1,2
양재1동,70~74세,2022. 3/4,2,0
양재1동,70~74세,2023. 3/4,2,0
양재1동,75~79세,2020. 3/4,1,0
양재1동,75~79세,2022. 3/4,1,1
양재1동,75~79세,2023. 3/4,1,1
양재1동,80~84세,2020. 3/4,1,1
양재1동,80~84세,2022. 3/4,1,1
양재1동,80~84세,2023. 3/4,0,0
양재1동,85~89세,2020. 3/4,0,0
양재1동,85~89세,2022. 3/4,0,0
양재1동,85~89세,2023. 3/4,1,0
양재1동,90~94세,2020. 3/4,0,0
양재1동,90~94세,2022. 3/4,0,0
양재1동,90~94세,2023. 3/4,0,0
양재1동,95~99세,2020. 3/4,0,0
양재1동,95~99세,2022. 3/4,0,0
양재1동,95~99세,2023. 3/4,0,0
양재1동,100세 이상,2020. 3/4,0,0
양재1동,100세 이상,2022. 3/4,0,0
양재1동,100세 이상,2023. 3/4,0,0
양재2동,0~4세,2020. 3/4,4,4
양재2동,0~4세,2022. 3/4,5,2
양재2동,0~4세,2023. 3/4,9,3
양재2동,5~9세,2020. 3/4,6,8
양재2동,5~9세,2022. 3/4,2,3
양재2동,5~9세,2023. 3/4,2,2
양재2동,10~14세,2020. 3/4,7,2
양재2동,10~14세,2022. 3/4,1,4
양재2동,10~14세,2023. 3/4,1,5
양재2동,15~19세,2020. 3/4,1,3
양재2동,15~19세,2022. 3/4,2,1
양재2동,15~19세,2023. 3/4,1,0
양재2동,20~24세,2020. 3/4,10,6
양재2동,20~24세,2022. 3/4,3,9
양재2동,20~24세,2023. 3/4,12,13
양재2동,25~29세,2020. 3/4,27,15
양재2동,25~29세,2022. 3/4,13,23
양재2동,25~29세,2023. 3/4,28,29
양재2동,30~34세,2020. 3/4,18,21
양재2동,30~34세,2022. 3/4,17,16
양재2동,30~34세,2023. 3/4,22,23
양재2동,35~39세,2020. 3/4,16,20
양재2동,35~39세,2022. 3/4,5,14
양재2동,35~39세,2023. 3/4,13,21
양재2동,40~44세,2020. 3/4,14,8
양재2동,40~44세,2022. 3/4,11,8
양재2동,40~44세,2023. 3/4,12,8
양재2동,45~49세,2020. 3/4,7,11
양재2동,45~49세,2022. 3/4,9,11
양재2동,45~49세,2023. 3/4,8,12
양재2동,50~54세,2020. 3/4,9,8
양재2동,50~54세,2022. 3/4,9,7
양재2동,50~54세,2023. 3/4,9,10
양재2동,55~59세,2020. 3/4,10,11
양재2동,55~59세,2022. 3/4,10,9
양재2동,55~59세,2023. 3/4,8,6
양재2동,60~64세,2020. 3/4,5,6
양재2동,60~64세,2022. 3/4,4,3
양재2동,60~64세,2023. 3/4,6,2
양재2동,65~69세,2020. 3/4,1,0
양재2동,65~69세,2022. 3/4,4,4
양재2동,65~69세,2023. 3/4,3,5
양재2동,70~74세,2020. 3/4,3,2
양재2동,70~74세,2022. 3/4,1,1
양재2동,70~74세,2023. 3/4,2,1
양재2동,75~79세,2020. 3/4,0,0
양재2동,75~79세,2022. 3/4,2,0
양재2동,75~79세,2023. 3/4,2,0
양재2동,80~84세,2020. 3/4,0,1
양재2동,80~84세,2022. 3/4,0,0
양재2동,80~84세,2023. 3/4,0,0
양재2동,85~89세,2020. 3/4,0,0
양재2동,85~89세,2022. 3/4,0,1
양재2동,85~89세,2023. 3/4,0,1
양재2동,90~94세,2020. 3/4,0,0
양재2동,90~94세,2022. 3/4,0,0
양재2동,90~94세,2023. 3/4,0,0
양재2동,95~99세,2020. 3/4,0,0
양재2동,95~99세,2022. 3/4,0,0
양재2동,95~99세,2023. 3/4,0,0
양재2동,100세 이상,2020. 3/4,0,0
양재2동,100세 이상,2022. 3/4,0,0
양재2동,100세 이상,2023. 3/4,0,0
내곡동,0~4세,2020. 3/4,0,0
내곡동,0~4세,2022. 3/4,1,0
내곡동,0~4세,2023. 3/4,0,0
내곡동,5~9세,2020. 3/4,1,1
내곡동,5~9세,2022. 3/4,0,1
내곡동,5~9세,2023. 3/4,0,0
내곡동,10~14세,2020. 3/4,0,0
내곡동,10~14세,2022. 3/4,1,0
내곡동,10~14세,2023. 3/4,1,0
내곡동,15~19세,2020. 3/4,0,0
내곡동,15~19세,2022. 3/4,1,0
내곡동,15~19세,2023. 3/4,2,0
내곡동,20~24세,2020. 3/4,2,0
내곡동,20~24세,2022. 3/4,0,0
내곡동,20~24세,2023. 3/4,0,1
내곡동,25~29세,2020. 3/4,3,3
내곡동,25~29세,2022. 3/4,1,1
내곡동,25~29세,2023. 3/4,0,0
내곡동,30~34세,2020. 3/4,3,10
내곡동,30~34세,2022. 3/4,3,10
내곡동,30~34세,2023. 3/4,2,6
내곡동,35~39세,2020. 3/4,8,3
내곡동,35~39세,2022. 3/4,6,6
내곡동,35~39세,2023. 3/4,7,4
내곡동,40~44세,2020. 3/4,0,6
내곡동,40~44세,2022. 3/4,2,4
내곡동,40~44세,2023. 3/4,6,7
내곡동,45~49세,2020. 3/4,2,2
내곡동,45~49세,2022. 3/4,4,3
내곡동,45~49세,2023. 3/4,3,3
내곡동,50~54세,2020. 3/4,1,4
내곡동,50~54세,2022. 3/4,0,3
내곡동,50~54세,2023. 3/4,0,3
내곡동,55~59세,2020. 3/4,3,4
내곡동,55~59세,2022. 3/4,3,2
내곡동,55~59세,2023. 3/4,1,3
내곡동,60~64세,2020. 3/4,1,5
내곡동,60~64세,2022. 3/4,0,2
내곡동,60~64세,2023. 3/4,3,1
내곡동,65~69세,2020. 3/4,0,1
내곡동,65~69세,2022. 3/4,1,1
내곡동,65~69세,2023. 3/4,1,1
내곡동,70~74세,2020. 3/4,0,0
내곡동,70~74세,2022. 3/4,0,0
내곡동,70~74세,2023. 3/4,0,0
내곡동,75~79세,2020. 3/4,0,0
내곡동,75~79세,2022. 3/4,0,0
내곡동,75~79세,2023. 3/4,0,0
내곡동,80~84세,2020. 3/4,0,0
내곡동,80~84세,2022. 3/4,0,0
내곡동,80~84세,2023. 3/4,0,0
내곡동,85~89세,2020. 3/4,0,0
내곡동,85~89세,2022. 3/4,0,0
내곡동,85~89세,2023. 3/4,0,0
내곡동,90~94세,2020. 3/4,0,0
내곡동,90~94세,2022. 3/4,0,0
내곡동,90~94세,2023. 3/4,0,0
내곡동,95~99세,2020. 3/4,0,0
내곡동,95~99세,2022. 3/4,0,0
내곡동,95~99세,2023. 3/4,0,0
내곡동,100세 이상,2020. 3/4,0,0
내곡동,100세 이상,2022. 3/4,0,0
내곡동,100세 이상,2023. 3/4,0,0
강남구,0~4세,2020. 3/4,30,33
강남구,0~4세,2021. 3/4,25,31
강남구,0~4세,2022. 3/4,25,27
강남구,0~4세,2023. 3/4,25,26
강남구,5~9세,2020. 3/4,36,29
강남구,5~9세,2021. 3/4,38,28
강남구,5~9세,2022. 3/4,40,31
강남구,5~9세,2023. 3/4,39,30
강남구,10~14세,2020. 3/4,24,26
강남구,10~14세,2021. 3/4,35,28
강남구,10~14세,2022. 3/4,32,21
강남구,10~14세,2023. 3/4,26,34
강남구,15~19세,2020. 3/4,44,45
강남구,15~19세,2021. 3/4,50,63
강남구,15~19세,2022. 3/4,63,64
강남구,15~19세,2023. 3/4,58,83
강남구,20~24세,2020. 3/4,132,312
강남구,20~24세,2021. 3/4,116,300
강남구,20~24세,2022. 3/4,152,389
강남구,20~24세,2023. 3/4,199,409
강남구,25~29세,2020. 3/4,397,552
강남구,25~29세,2021. 3/4,355,555
강남구,25~29세,2022. 3/4,340,629
강남구,25~29세,2023. 3/4,334,727
강남구,30~34세,2020. 3/4,456,441
강남구,30~34세,2021. 3/4,425,466
강남구,30~34세,2022. 3/4,390,454
강남구,30~34세,2023. 3/4,382,515
강남구,35~39세,2020. 3/4,365,282
강남구,35~39세,2021. 3/4,358,273
강남구,35~39세,2022. 3/4,354,289
강남구,35~39세,2023. 3/4,427,289
강남구,40~44세,2020. 3/4,271,175
강남구,40~44세,2021. 3/4,274,176
강남구,40~44세,2022. 3/4,266,185
강남구,40~44세,2023. 3/4,291,209
강남구,45~49세,2020. 3/4,196,153
강남구,45~49세,2021. 3/4,190,158
강남구,45~49세,2022. 3/4,179,141
강남구,45~49세,2023. 3/4,223,141
강남구,50~54세,2020. 3/4,163,130
강남구,50~54세,2021. 3/4,147,125
강남구,50~54세,2022. 3/4,149,139
강남구,50~54세,2023. 3/4,159,145
강남구,55~59세,2020. 3/4,141,126
강남구,55~59세,2021. 3/4,118,116
강남구,55~59세,2022. 3/4,122,123
강남구,55~59세,2023. 3/4,132,123
강남구,60~64세,2020. 3/4,74,78
강남구,60~64세,2021. 3/4,56,60
강남구,60~64세,2022. 3/4,62,67
강남구,60~64세,2023. 3/4,69,67
강남구,65~69세,2020. 3/4,36,39
강남구,65~69세,2021. 3/4,39,45
강남구,65~69세,2022. 3/4,39,45
강남구,65~69세,2023. 3/4,41,46
강남구,70~74세,2020. 3/4,17,17
강남구,70~74세,2021. 3/4,15,15
강남구,70~74세,2022. 3/4,19,15
강남구,70~74세,2023. 3/4,20,24
강남구,75~79세,2020. 3/4,6,10
강남구,75~79세,2021. 3/4,10,11
강남구,75~79세,2022. 3/4,9,10
강남구,75~79세,2023. 3/4,14,7
강남구,80~84세,2020. 3/4,6,3
강남구,80~84세,2021. 3/4,5,4
강남구,80~84세,2022. 3/4,4,3
강남구,80~84세,2023. 3/4,5,2
강남구,85~89세,2020. 3/4,1,1
강남구,85~89세,2021. 3/4,2,1
강남구,85~89세,2022. 3/4,3,2
강남구,85~89세,2023. 3/4,5,3
강남구,90~94세,2020. 3/4,2,0
강남구,90~94세,2021. 3/4,2,0
강남구,90~94세,2022. 3/4,2,0
강남구,90~94세,2023. 3/4,2,1
강남구,95~99세,2020. 3/4,0,0
강남구,95~99세,2021. 3/4,0,0
강남구,95~99세,2022. 3/4,0,0
강남구,95~99세,2023. 3/4,1,0
강남구,100세 이상,2020. 3/4,0,1
강남구,100세 이상,2021. 3/4,0,1
강남구,100세 이상,2022. 3/4,0,1
강남구,100세 이상,2023. 3/4,0,1
신사동,0~4세,2020. 3/4,1,1
신사동,0~4세,2022. 3/4,0,0
신사동,0~4세,2023. 3/4,0,0
신사동,5~9세,2020. 3/4,0,0
신사동,5~9세,2022. 3/4,1,0
신사동,5~9세,2023. 3/4,1,0
신사동,10~14세,2020. 3/4,1,1
신사동,10~14세,2022. 3/4,1,0
신사동,10~14세,2023. 3/4,1,0
신사동,15~19세,2020. 3/4,4,0
신사동,15~19세,2022. 3/4,7,4
신사동,15~19세,2023. 3/4,4,5
신사동,20~24세,2020. 3/4,8,20
신사동,20~24세,2022. 3/4,15,29
신사동,20~24세,2023. 3/4,17,27
신사동,25~29세,2020. 3/4,25,31
신사동,25~29세,2022. 3/4,18,23
신사동,25~29세,2023. 3/4,20,35
신사동,30~34세,2020. 3/4,32,20
신사동,30~34세,2022. 3/4,19,18
신사동,30~34세,2023. 3/4,18,18
신사동,35~39세,2020. 3/4,27,10
신사동,35~39세,2022. 3/4,13,14
신사동,35~39세,2023. 3/4,17,9
신사동,40~44세,2020. 3/4,17,12
신사동,40~44세,2022. 3/4,17,10
신사동,40~44세,2023. 3/4,13,8
신사동,45~49세,2020. 3/4,15,6
신사동,45~49세,2022. 3/4,10,9
신사동,45~49세,2023. 3/4,8,10
신사동,50~54세,2020. 3/4,6,4
신사동,50~54세,2022. 3/4,10,1
신사동,50~54세,2023. 3/4,9,2
신사동,55~59세,2020. 3/4,2,2
신사동,55~59세,2022. 3/4,4,4
신사동,55~59세,2023. 3/4,5,4
신사동,60~64세,2020. 3/4,1,3
신사동,60~64세,2022. 3/4,2,5
신사동,60~64세,2023. 3/4,2,4
신사동,65~69세,2020. 3/4,2,3
신사동,65~69세,2022. 3/4,1,3
신사동,65~69세,2023. 3/4,2,0
신사동,70~74세,2020. 3/4,1,0
신사동,70~74세,2022. 3/4,1,0
신사동,70~74세,2023. 3/4,1,4
신사동,75~79세,2020. 3/4,0,0
신사동,75~79세,2022. 3/4,1,0
신사동,75~79세,2023. 3/4,1,0
신사동,80~84세,2020. 3/4,0,0
신사동,80~84세,2022. 3/4,0,0
신사동,80~84세,2023. 3/4,1,0
신사동,85~89세,2020. 3/4,0,0
신사동,85~89세,2022. 3/4,0,0
신사동,85~89세,2023. 3/4,0,0
신사동,90~94세,2020. 3/4,1,0
신사동,90~94세,2022. 3/4,1,0
신사동,90~94세,2023. 3/4,1,0
신사동,95~99세,2020. 3/4,0,0
신사동,95~99세,2022. 3/4,0,0
신사동,95~99세,2023. 3/4,0,0
신사동,100세 이상,2020. 3/4,0,0
신사동,100세 이상,2022. 3/4,0,0
신사동,100세 이상,2023. 3/4,0,0
논현1동,0~4세,2020. 3/4,5,5
논현1동,0~4세,2022. 3/4,2,5
논현1동,0~4세,2023. 3/4,2,3
논현1동,5~9세,2020. 3/4,6,2
논현1동,5~9세,2022. 3/4,6,1
논현1동,5~9세,2023. 3/4,8,4
논현1동,10~14세,2020. 3/4,3,2
논현1동,10~14세,2022. 3/4,3,0
논현1동,10~14세,2023. 3/4,1,5
논현1동,15~19세,2020. 3/4,3,2
논현1동,15~19세,2022. 3/4,8,12
논현1동,15~19세,2023. 3/4,6,16
논현1동,20~24세,2020. 3/4,25,52
논현1동,20~24세,2022. 3/4,39,88
논현1동,20~24세,2023. 3/4,42,108
논현1동,25~29세,2020. 3/4,90,93
논현1동,25~29세,2022. 3/4,64,94
논현1동,25~29세,2023. 3/4,61,131
논현1동,30~34세,2020. 3/4,84,66
논현1동,30~34세,2022. 3/4,41,67
논현1동,30~34세,2023. 3/4,43,68
논현1동,35~39세,2020. 3/4,38,44
논현1동,35~39세,2022. 3/4,32,34
논현1동,35~39세,2023. 3/4,33,27
논현1동,40~44세,2020. 3/4,44,12
논현1동,40~44세,2022. 3/4,24,17
논현1동,40~44세,2023. 3/4,25,25
논현1동,45~49세,2020. 3/4,20,10
논현1동,45~49세,2022. 3/4,23,10
논현1동,45~49세,2023. 3/4,23,10
논현1동,50~54세,2020. 3/4,14,18
논현1동,50~54세,2022. 3/4,8,9
논현1동,50~54세,2023. 3/4,14,11
논현1동,55~59세,2020. 3/4,16,16
논현1동,55~59세,2022. 3/4,13,22
논현1동,55~59세,2023. 3/4,8,18
논현1동,60~64세,2020. 3/4,9,9
논현1동,60~64세,2022. 3/4,6,6
논현1동,60~64세,2023. 3/4,7,6
논현1동,65~69세,2020. 3/4,2,2
논현1동,65~69세,2022. 3/4,3,3
논현1동,65~69세,2023. 3/4,3,2
논현1동,70~74세,2020. 3/4,0,1
논현1동,70~74세,2022. 3/4,0,1
논현1동,70~74세,2023. 3/4,0,1
논현1동,75~79세,2020. 3/4,0,1
논현1동,75~79세,2022. 3/4,0,0
논현1동,75~79세,2023. 3/4,0,1
논현1동,80~84세,2020. 3/4,0,1
논현1동,80~84세,2022. 3/4,0,1
논현1동,80~84세,2023. 3/4,0,0
논현1동,85~89세,2020. 3/4,0,0
논현1동,85~89세,2022. 3/4,0,0
논현1동,85~89세,2023. 3/4,0,1
논현1동,90~94세,2020. 3/4,0,0
논현1동,90~94세,2022. 3/4,0,0
논현1동,90~94세,2023. 3/4,0,0
논현1동,95~99세,2020. 3/4,0,0
논현1동,95~99세,2022. 3/4,0,0
논현1동,95~99세,2023. 3/4,0,0
논현1동,100세 이상,2020. 3/4,0,0
논현1동,100세 이상,2022. 3/4,0,0
논현1동,100세 이상,2023. 3/4,0,0
개포3동,0~4세,2023. 3/4,0,0
개포3동,5~9세,2023. 3/4,2,0
개포3동,10~14세,2023. 3/4,0,0
개포3동,15~19세,2023. 3/4,0,0
개포3동,20~24세,2023. 3/4,2,2
개포3동,25~29세,2023. 3/4,5,12
개포3동,30~34세,2023. 3/4,6,7
개포3동,35~39세,2023. 3/4,5,3
개포3동,40~44세,2023. 3/4,3,3
개포3동,45~49세,2023. 3/4,1,1
개포3동,50~54세,2023. 3/4,1,0
개포3동,55~59세,2023. 3/4,0,2
개포3동,60~64세,2023. 3/4,1,1
개포3동,65~69세,2023. 3/4,1,2
개포3동,70~74세,2023. 3/4,1,0
개포3동,75~79세,2023. 3/4,0,0
개포3동,80~84세,2023. 3/4,0,0
개포3동,85~89세,2023. 3/4,0,0
개포3동,90~94세,2023. 3/4,0,0
개포3동,95~99세,2023. 3/4,0,0
개포3동,100세 이상,2023. 3/4,0,0
논현2동,0~4세,2020. 3/4,0,1
논현2동,0~4세,2022. 3/4,3,2
논현2동,0~4세,2023. 3/4,3,1
논현2동,5~9세,2020. 3/4,0,3
논현2동,5~9세,2022. 3/4,2,3
논현2동,5~9세,2023. 3/4,1,4
논현2동,10~14세,2020. 3/4,0,1
논현2동,10~14세,2022. 3/4,4,2
논현2동,10~14세,2023. 3/4,1,6
논현2동,15~19세,2020. 3/4,4,5
논현2동,15~19세,2022. 3/4,10,14
논현2동,15~19세,2023. 3/4,6,22
논현2동,20~24세,2020. 3/4,6,26
논현2동,20~24세,2022. 3/4,11,32
논현2동,20~24세,2023. 3/4,16,30
